diff_booking_to_cancel,original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
149,88.87,352,206,0,2,879,91,1,579,19
-1,38.83,230,17,0,2,75,92,2,570,29
55,154.92,193,56,0,2,557,86,2,457,5
5,119.73,243,9,0,2,758,86,1,517,19
-1,1639.36,176,14,0,2,815,97,2,79,29
88,1182.2,172,88,0,1,253,21,2,389,29
-1,90.8,220,3,0,1,107,92,2,549,29
139,179.61,73,143,0,2,188,91,1,319,29
-1,335.92,255,4,0,2,741,37,2,168,19
-1,483.42,209,8,0,2,541,40,2,544,29
-1,97.08,243,2,0,2,32,44,2,148,19
-1,511.46,222,7,0,2,698,3,2,377,5
6,75.4,184,7,0,1,51,86,1,200,29
-1,30.39,236,7,0,2,792,86,2,120,29
23,61.45,209,30,0,2,872,86,1,535,29
48,282.61,205,51,0,3,51,91,1,200,29
-1,252.01,223,1,0,2,462,44,2,543,19
-1,119.61,203,4,0,2,322,99,2,492,19
-1,80.99,209,24,0,2,741,44,1,168,19
-1,502.8,176,94,0,3,437,86,2,570,29
-1,78.57,206,41,0,2,438,42,1,334,29
-1,448.3,191,8,0,1,322,99,2,492,29
-1,233.53,199,11,0,2,541,99,2,544,29
-1,490.3,225,23,0,5,407,44,2,176,26
-1,560.07,214,5,0,18,42,74,2,409,19
-1,645.05,208,21,0,2,753,99,2,273,29
-1,166.24,195,28,0,3,310,86,2,106,19
-1,279.29,157,47,0,2,243,91,2,273,29
-1,1039.72,211,8,0,3,427,63,2,548,29
-1,195.54,269,4,0,2,268,37,2,436,19
-1,190.6,212,2,0,2,638,56,2,289,19
-1,202.96,173,53,0,3,490,86,2,617,29
8,110.68,201,33,0,2,678,40,1,24,19
-1,260.17,138,65,0,1,111,91,1,162,29
-1,65.33,144,48,0,2,283,86,2,543,29
42,80.6,105,101,0,1,110,80,2,598,19
-1,132.67,182,6,0,2,884,82,2,2,19
-1,299.49,170,67,0,1,638,37,2,289,29
119,921.35,48,143,0,3,146,91,2,596,19
154,582.0,54,157,0,4,443,98,1,92,29
-1,755.43,255,11,0,2,312,39,2,267,19
-1,230.89,193,5,0,2,399,18,2,359,4
-1,234.12,174,13,0,4,703,92,2,45,29
-1,54.64,199,29,0,2,427,37,1,548,5
-1,20.91,232,1,0,2,607,44,2,453,16
43,481.0,200,43,0,2,875,37,2,79,5
-1,95.56,235,2,0,2,398,40,2,549,29
9,326.4,197,9,0,2,67,3,2,178,19
-1,188.32,238,1,0,2,201,18,2,571,29
-1,14.15,188,1,0,2,502,40,2,518,29
-1,99.4,271,2,0,9,793,92,2,339,29
87,873.24,146,102,0,2,815,72,1,79,29
-1,66.96,269,1,0,2,775,40,2,548,19
-1,30.36,232,13,0,2,792,40,2,120,19
-1,185.32,184,25,0,2,572,86,2,273,19
-1,231.12,189,8,0,2,328,91,2,123,29
-1,37.05,221,2,0,2,427,40,2,548,29
-1,186.74,236,22,0,1,300,44,1,51,29
-1,314.38,186,16,0,2,761,91,2,393,19
-1,21.0,255,1,0,2,792,40,2,120,15
-1,79.39,264,1,0,2,764,56,2,51,19
10,358.16,237,24,0,2,147,18,2,13,30
22,185.58,203,22,0,2,869,86,1,24,19
-1,76.1,132,66,0,2,310,86,1,106,19
-1,803.76,141,47,0,2,427,99,2,548,29
137,102.64,69,201,0,2,51,37,2,200,29
-1,107.67,196,4,0,1,827,90,2,3,19
-1,939.68,196,33,0,4,741,74,1,168,29
-1,246.67,184,11,0,2,405,44,2,408,29
-1,388.53,187,14,0,2,572,41,2,273,29
-1,104.14,122,127,0,2,124,37,1,182,19
3,79.06,202,9,0,2,71,40,2,274,19
-1,395.76,144,45,0,2,759,3,2,359,29
-1,34.88,195,1,0,2,168,74,2,90,29
-1,99.96,204,1,0,2,266,92,2,618,19
-1,133.03,269,3,0,4,186,81,2,251,29
-1,115.83,196,27,0,2,359,91,1,19,29
177,3363.01,276,333,0,2,194,44,1,492,16
-1,8.49,221,1,0,2,502,40,2,518,29
1,316.2,193,1,0,6,243,99,2,273,26
-1,294.13,221,16,0,1,859,91,2,548,29
2,485.82,197,2,0,3,753,70,2,273,29
-1,133.78,245,3,0,2,530,99,2,202,5
154,436.34,106,154,0,2,487,86,1,586,29
-1,27.24,249,1,0,2,412,56,2,336,5
-1,166.7,170,56,0,4,204,3,1,17,5
132,314.92,136,132,0,2,51,86,1,200,19
45,126.63,193,56,0,2,10,86,2,531,5
-1,322.44,242,9,0,2,262,95,2,543,19
47,350.1,162,47,0,2,308,95,2,565,19
139,1204.92,75,139,0,2,431,37,1,334,29
109,93.16,109,111,0,2,484,44,1,41,29
-1,170.22,194,1,0,2,638,82,2,289,29
13,508.32,197,13,0,3,149,82,1,408,19
46,285.96,155,54,0,2,252,86,1,563,19
-1,1703.82,139,52,0,2,718,82,2,51,19
-1,2257.8,183,14,0,2,815,59,1,79,19
-1,11.22,248,1,0,2,709,56,2,87,10
-1,85.94,186,1,0,2,513,98,2,359,29
-1,100.7,177,54,0,2,437,86,2,570,19
-1,185.5,264,6,0,4,513,57,2,359,29
-1,189.72,169,33,0,2,62,86,2,268,19
-1,91.83,219,17,0,2,512,44,1,455,29
-1,259.11,228,17,0,2,741,86,1,168,5
-1,294.44,175,15,0,2,135,56,2,51,19
-1,226.51,222,24,0,2,859,93,2,548,29
-1,138.87,247,21,0,2,32,28,1,148,29
46,665.56,211,54,0,4,51,86,2,200,16
-1,63.54,261,10,0,2,654,37,1,508,29
-1,140.02,195,2,0,4,11,40,2,274,29
-1,187.05,257,2,0,2,858,46,2,136,29
-1,245.99,159,38,0,2,566,50,1,612,29
-1,287.22,214,10,0,1,281,8,2,276,19
88,348.1,105,88,0,2,595,86,1,580,19
48,3904.53,145,54,0,14,51,18,2,200,4
-1,2011.34,133,52,0,3,801,81,2,131,29
19,325.53,63,139,0,2,146,91,2,596,19
36,423.38,154,46,0,2,130,37,1,436,29
-1,472.43,253,6,0,1,67,3,2,178,29
1,79.92,203,54,0,2,761,37,2,393,29
-1,150.4,267,4,0,2,773,3,2,415,19
125,285.94,144,125,0,2,51,82,1,200,5
5,75.8,201,15,0,2,572,95,2,273,29
-1,385.27,179,4,0,2,764,82,2,51,19
-1,252.81,205,10,0,2,475,18,2,504,4
-1,148.84,187,1,0,2,541,99,2,544,22
25,422.67,210,28,0,1,62,86,2,268,19
-1,64.86,236,37,0,2,753,56,2,273,29
-1,247.2,216,40,0,2,671,95,2,341,19
-1,54.74,195,7,0,2,690,86,1,167,19
-1,1590.28,8,187,0,6,82,67,2,408,19
0,41.32,214,3,0,2,338,40,2,274,19
-1,39.53,200,1,0,1,51,67,2,200,29
-1,169.88,259,10,0,2,243,86,2,273,19
-1,278.67,249,5,0,2,784,97,2,544,29
-1,87.24,190,7,0,2,478,98,2,287,29
75,281.26,177,75,0,2,706,56,2,531,29
-1,213.03,196,1,0,3,433,92,2,397,29
-1,209.53,259,1,0,2,475,81,2,504,29
-1,195.36,220,24,0,2,10,44,2,531,19
-1,211.75,175,18,0,2,863,18,2,327,4
-1,85.44,254,1,0,2,449,85,2,544,29
-1,42.99,180,3,0,2,863,37,2,327,29
-1,80.68,248,1,0,2,630,91,2,47,26
-1,211.7,264,4,0,4,251,56,2,525,19
-1,63.6,210,61,0,2,705,43,2,317,29
-1,271.6,194,30,0,2,443,86,2,92,29
-1,196.64,242,3,0,4,859,74,2,548,19
-1,39.49,188,2,0,1,758,91,2,517,19
-1,413.19,213,49,0,2,872,91,1,535,19
-1,39.51,249,14,0,2,35,56,2,515,29
-1,193.51,261,5,0,2,44,40,2,614,29
-1,85.33,220,31,0,1,621,87,2,539,5
4,143.75,251,8,0,2,322,37,2,492,19
17,80.84,219,17,0,2,230,92,2,168,29
-1,114.68,236,15,0,2,42,56,2,409,20
-1,36.27,183,4,0,1,205,67,2,516,19
-1,270.96,197,2,0,2,67,3,2,178,19
-1,500.3,144,105,0,4,697,91,1,27,16
-1,468.86,142,47,0,5,127,91,2,379,19
-1,23.28,272,1,0,2,267,56,2,242,29
-1,99.79,263,3,0,2,775,40,2,548,16
49,91.56,145,49,0,2,151,56,1,296,19
5,217.56,235,21,0,2,392,90,1,94,29
-1,110.41,261,10,0,2,464,18,1,548,29
-1,30.37,204,2,0,2,863,95,2,327,19
-1,31.11,224,34,0,1,463,37,2,228,5
-1,182.91,263,1,0,2,627,70,2,567,29
33,477.57,238,33,0,2,638,40,2,289,29
39,249.12,179,40,0,2,215,32,2,514,19
-1,109.3,218,20,0,4,709,74,2,87,29
-1,143.86,62,123,0,4,859,75,2,548,19
-1,906.7,239,5,0,2,544,97,2,132,29
20,452.44,199,21,0,3,283,95,1,543,19
-1,159.5,254,12,0,2,621,43,2,539,19
-1,92.35,212,19,0,3,244,40,2,294,19
23,135.37,205,26,0,2,325,3,1,462,26
-1,395.66,186,3,0,2,662,82,2,79,29
-1,309.53,264,5,0,1,281,44,2,276,27
49,235.0,170,62,0,2,662,82,1,79,19
1,55.12,238,1,0,2,822,37,2,298,19
-1,53.46,232,20,0,2,709,74,2,87,29
58,168.01,180,82,0,2,872,37,1,535,19
-1,310.87,160,37,0,2,753,99,2,273,29
81,810.1,178,81,0,2,447,92,1,96,5
10,518.61,221,10,0,2,10,82,1,531,19
-1,306.01,246,22,0,3,529,18,1,577,29
-1,280.18,182,3,0,2,657,56,2,590,19
-1,42.3,184,20,0,1,741,37,1,168,19
-1,389.64,217,8,0,1,614,44,2,616,29
-1,85.36,236,2,0,2,886,99,2,24,19
-1,59.11,221,9,0,2,409,40,2,195,19
-1,501.74,183,8,0,2,859,92,2,548,5
7,505.02,107,118,0,2,691,18,1,547,19
-1,301.4,76,112,0,2,308,91,3,565,29
-1,204.06,109,82,0,3,308,40,2,565,16
-1,108.74,168,102,0,2,642,37,2,377,29
1,123.21,201,4,0,2,709,56,2,87,26
-1,176.28,251,4,0,4,49,56,2,115,29
-1,80.78,153,38,0,1,691,82,1,547,29
-1,512.14,253,4,0,4,268,44,2,436,5
15,76.3,222,51,0,1,879,18,2,579,26
4,163.6,208,25,0,1,427,86,1,548,29
212,175.52,32,213,0,1,438,86,1,334,29
-1,69.67,196,2,0,2,761,95,2,393,4
-1,106.42,160,69,0,2,356,44,1,124,29
8,126.65,257,8,0,2,869,33,2,24,29
-1,31.93,250,2,0,2,604,92,2,187,29
8,580.58,186,16,0,2,124,18,2,182,29
-1,107.9,225,48,0,1,784,70,2,544,19
5,561.9,102,83,0,6,50,40,1,614,29
-1,58.82,249,2,0,2,73,37,2,327,29
-1,603.2,156,33,0,2,856,25,2,500,19
-1,280.8,139,65,0,2,475,40,2,504,19
-1,240.99,182,3,0,2,434,56,2,39,19
-1,194.06,229,3,0,2,243,92,2,273,29
-1,55.5,199,54,0,2,614,91,2,616,16
-1,93.91,191,23,0,1,469,86,1,536,29
-1,140.35,259,6,0,2,42,56,2,409,19
-1,91.86,233,22,0,1,469,86,1,536,19
-1,237.09,159,45,0,2,188,18,2,319,26
-1,133.53,187,15,0,2,262,91,1,543,19
29,949.18,137,62,0,2,631,14,1,472,29
-1,3668.08,62,185,0,1,287,43,1,112,29
-1,107.72,219,4,0,2,562,99,2,614,29
320,124.82,246,327,0,2,741,37,1,168,29
-1,29.96,260,12,0,2,887,40,2,520,19
-1,78.25,206,1,0,3,641,91,2,454,19
-1,18.14,225,7,0,2,452,40,2,328,19
-1,381.48,161,35,0,2,504,39,2,454,19
7,100.72,206,17,0,1,124,86,1,182,29
-1,649.71,211,21,0,3,592,91,2,482,29
183,358.78,85,183,0,2,697,82,2,27,29
-1,38.08,259,1,0,2,790,99,2,614,29
-1,75.47,242,31,0,2,243,74,2,273,19
-1,186.99,152,37,0,2,753,99,2,273,29
-1,38.37,195,1,0,2,168,74,2,90,19
-1,41.75,212,1,0,2,695,97,2,209,29
-1,57.98,195,9,0,1,498,42,2,254,5
-1,473.44,139,44,0,2,572,82,2,273,29
-1,290.28,132,73,0,2,859,91,1,548,29
-1,351.91,214,28,0,2,243,99,2,273,19
61,261.71,164,61,0,2,544,92,2,132,29
177,1503.54,356,230,0,6,188,54,1,319,29
-1,178.28,255,5,0,2,138,40,2,51,29
-1,352.02,108,77,0,2,536,54,2,110,29
-1,291.03,143,51,0,3,243,40,2,273,16
-1,81.1,212,1,0,2,457,92,2,498,19
-1,213.23,212,23,0,2,691,86,2,547,29
-1,39.72,221,1,0,2,869,39,2,24,29
-1,286.01,214,29,0,2,392,3,2,94,19
14,882.08,201,44,0,4,636,87,1,71,29
-1,59.28,207,4,0,2,173,74,2,191,19
-1,211.86,187,34,0,2,321,18,2,58,26
-1,133.86,204,41,0,2,859,102,2,548,29
-1,82.98,240,2,0,2,585,88,2,18,4
-1,259.79,215,40,0,2,706,18,2,531,26
-1,118.82,243,1,0,2,572,95,2,273,4
-1,94.93,177,6,0,2,781,92,2,42,29
-1,641.1,264,3,0,2,147,42,2,13,19
-1,122.85,226,1,0,2,284,95,2,96,5
-1,642.43,175,14,0,2,311,56,2,51,19
-1,447.02,227,40,0,3,399,86,2,359,19
-1,43.82,187,2,0,2,123,40,2,529,19
-1,181.3,189,27,0,2,51,86,2,200,19
-1,347.95,90,124,0,4,147,37,2,13,26
62,338.96,180,62,0,2,879,98,2,579,26
-1,94.72,196,53,0,2,51,91,2,200,19
-1,37.28,249,0,0,2,695,32,2,209,19
4,136.94,235,19,0,1,546,18,2,345,4
78,60.86,168,90,0,2,595,37,1,580,19
-1,47.38,240,5,0,2,478,37,2,287,29
-1,74.72,248,5,0,2,251,40,2,525,19
-1,95.56,248,2,0,2,398,40,2,549,29
23,206.44,173,35,0,1,741,86,1,168,19
-1,36.04,187,63,0,1,595,95,2,580,5
-1,99.59,186,2,0,2,125,70,2,24,19
104,561.18,135,104,0,2,178,86,2,176,16
-1,224.82,258,14,0,2,872,37,2,535,19
-1,71.22,242,28,0,2,562,16,2,614,29
-1,615.0,71,113,0,3,854,37,3,357,29
-1,374.88,200,45,0,4,114,56,1,407,29
-1,55.88,177,34,0,2,52,37,2,531,29
-1,66.22,202,2,0,2,724,74,2,310,19
-1,303.05,264,1,0,2,572,95,2,273,29
-1,32.43,249,10,0,3,502,74,2,518,29
3,99.0,184,5,0,2,50,56,2,614,29
8,1539.43,175,48,0,3,631,14,1,472,29
-1,34.1,192,2,0,4,502,40,2,518,29
-1,600.83,187,4,0,2,264,32,2,492,19
0,54.87,262,1,0,2,530,99,2,202,29
-1,174.28,241,27,0,2,138,92,1,51,5
-1,63.93,189,7,0,2,664,3,2,336,19
-1,411.68,163,67,0,2,621,18,2,539,29
-1,18.66,200,60,0,1,871,56,1,16,29
-1,84.54,231,6,0,2,609,28,2,451,29
-1,903.23,174,15,0,2,62,91,1,268,29
-1,349.14,250,2,0,6,753,99,2,273,29
-1,71.4,247,0,0,2,562,86,2,614,19
-1,145.8,202,4,0,6,723,99,2,559,29
25,457.74,213,30,0,2,875,56,1,79,29
-1,72.24,249,20,0,2,460,37,2,582,29
-1,57.86,230,1,0,1,426,90,2,391,29
-1,56.2,181,8,0,2,49,40,2,115,29
-1,30.29,259,1,0,2,604,92,2,187,29
8,130.64,243,13,0,2,51,86,1,200,19
-1,710.44,171,31,0,2,53,37,2,434,19
-1,413.96,129,123,0,2,657,99,2,590,19
-1,203.75,175,49,0,2,4,44,2,509,19
-1,79.7,233,4,0,1,768,44,2,424,29
-1,192.81,266,3,0,2,35,91,2,515,29
-1,195.68,146,98,0,4,243,82,2,273,29
-1,342.11,196,26,0,4,534,71,2,132,5
-1,142.98,175,12,0,2,124,82,1,182,5
-1,46.42,253,6,0,1,886,8,2,24,19
-1,125.36,186,17,0,2,541,16,2,544,29
-1,672.46,54,173,0,2,694,86,2,150,19
-1,79.53,257,4,0,2,490,40,2,617,19
-1,415.7,236,14,0,2,322,86,2,492,29
-1,76.54,208,2,0,2,427,82,2,548,19
3,315.52,251,6,0,2,772,74,2,548,29
-1,750.72,193,52,0,2,405,91,2,408,29
-1,350.3,194,22,0,3,178,54,2,176,19
-1,102.92,186,58,0,2,481,44,2,466,5
29,904.7,149,34,0,2,402,56,1,268,29
73,471.03,163,76,0,1,10,99,2,531,29
-1,64.16,201,2,0,2,478,37,2,287,29
-1,177.83,162,21,0,2,513,54,2,359,19
-1,239.24,179,37,0,2,308,37,1,565,29
-1,692.1,204,7,0,6,412,56,2,336,29
-1,134.64,245,6,0,2,432,92,2,119,29
9,98.64,202,11,0,2,741,37,1,168,5
6,1159.62,173,38,0,3,772,97,1,548,29
-1,249.37,196,10,0,1,281,95,1,276,19
-1,625.06,228,31,0,2,530,99,2,202,19
-1,41.18,185,6,0,4,427,40,2,548,19
12,101.58,183,12,0,2,12,92,2,267,7
4,244.92,203,4,0,1,884,92,2,2,29
-1,54.66,246,1,0,2,35,40,2,515,19
21,86.59,246,25,0,2,124,86,2,182,5
-1,693.11,130,87,0,2,741,86,1,168,29
11,382.96,51,160,0,2,854,18,1,357,29
-1,136.06,225,17,0,2,251,86,1,525,29
-1,55.68,221,2,0,2,51,67,2,200,29
-1,104.69,186,2,0,2,191,37,2,552,19
130,605.82,21,177,0,2,52,18,2,531,4
-1,119.3,197,2,0,4,412,56,2,336,29
90,564.52,93,91,0,2,697,91,1,27,29
-1,919.33,112,125,0,4,626,99,2,197,19
77,68.55,149,88,0,1,871,44,2,16,26
-1,103.68,246,6,0,4,50,86,2,614,19
9,102.26,241,12,0,2,859,56,1,548,19
-1,105.43,195,3,0,2,490,74,2,617,29
-1,409.91,161,30,0,2,141,86,2,492,29
7,114.72,188,22,0,1,243,3,2,273,29
-1,804.85,225,11,0,1,386,18,2,359,4
-1,153.84,251,19,0,4,188,91,2,319,29
-1,83.63,215,12,0,2,42,40,2,409,29
-1,96.55,183,9,0,2,427,86,2,548,29
-1,117.92,205,51,0,2,562,86,1,614,29
-1,143.04,163,24,0,3,87,56,2,120,29
84,912.12,120,84,0,8,762,98,1,97,29
-1,320.96,184,46,0,2,872,99,1,535,29
-1,19.95,254,1,0,2,164,18,2,274,30
-1,106.67,261,3,0,2,130,56,2,436,29
-1,96.3,249,1,0,2,243,44,2,273,19
-1,232.05,182,31,0,2,534,86,2,132,19
-1,105.3,213,57,0,2,776,56,2,359,5
3,409.73,205,3,0,2,141,86,2,492,19
-1,541.05,227,20,0,6,50,102,2,614,29
-1,223.45,140,43,0,1,426,44,1,391,5
5,64.01,184,62,0,2,465,56,1,51,19
-1,3288.3,172,43,0,2,496,16,2,240,29
-1,997.9,206,59,0,1,392,4,1,94,19
10,311.7,174,12,0,1,243,3,1,273,29
-1,395.04,203,17,0,3,590,86,2,330,19
-1,284.26,226,4,0,2,638,3,2,289,19
-1,285.96,213,5,0,2,51,86,2,200,29
-1,63.8,202,3,0,2,603,86,2,298,19
-1,92.73,231,7,0,2,42,82,2,409,29
-1,255.18,202,6,0,2,104,82,2,51,19
-1,71.87,245,12,0,1,487,44,2,586,16
-1,206.54,174,36,0,2,61,32,1,398,19
-1,30.76,185,7,0,4,584,92,2,356,29
-1,343.74,229,37,0,6,452,40,1,328,29
-1,43.77,181,12,0,2,185,56,2,178,29
-1,80.75,192,6,0,2,513,39,2,359,29
-1,351.59,150,81,0,2,238,74,2,428,19
-1,789.48,183,6,0,4,638,56,2,289,29
-1,464.66,244,12,0,2,51,86,2,200,19
-1,124.45,238,7,0,2,872,44,1,535,29
-1,166.8,205,4,0,2,534,92,2,132,29
-1,336.21,219,13,0,2,680,44,2,105,19
-1,172.55,189,5,0,2,427,92,2,548,29
136,204.78,133,137,0,2,353,37,2,563,29
-1,91.26,236,37,0,2,584,92,1,356,29
12,138.06,235,32,0,2,124,44,1,182,29
-1,70.95,178,25,0,2,465,56,2,51,29
-1,198.64,180,3,0,2,399,37,2,359,29
49,1364.18,213,52,0,2,464,88,1,548,5
-1,149.49,214,29,0,2,470,95,2,104,19
29,1009.32,193,31,0,2,243,44,1,273,29
-1,53.79,247,1,0,1,885,44,2,535,29
5,43.56,193,5,0,1,78,86,2,110,29
-1,238.58,173,50,0,2,273,42,2,159,29
-1,177.32,176,13,0,2,764,92,2,51,29
-1,16.31,224,1,0,2,502,74,2,518,19
-1,266.77,199,34,0,1,871,86,2,16,29
-1,763.92,135,59,0,2,170,86,2,37,5
-1,126.97,252,7,0,2,546,95,1,345,29
10,153.56,215,12,0,2,78,86,1,110,19
-1,203.88,186,3,0,2,214,99,2,267,29
46,129.82,137,68,0,2,566,50,1,612,29
42,533.47,93,149,0,2,669,91,1,51,29
5,62.2,199,5,0,2,768,44,2,424,26
-1,57.8,144,66,0,2,886,18,2,24,4
-1,87.74,235,3,0,2,730,91,2,59,29
-1,85.06,187,1,0,2,214,92,2,267,29
-1,271.92,192,2,0,5,575,71,2,592,29
-1,260.4,203,27,0,2,879,91,1,579,19
-1,293.81,240,19,0,1,430,44,1,575,5
-1,1258.68,119,77,0,4,320,37,2,548,5
-1,577.71,176,12,0,2,203,98,2,72,29
-1,74.5,179,4,0,2,430,91,2,575,29
-1,116.89,171,31,0,2,465,56,2,51,29
-1,113.27,196,27,0,2,93,44,1,234,29
-1,315.65,236,15,0,1,879,91,2,579,29
183,113.45,81,183,0,2,637,18,2,139,29
-1,108.6,167,67,0,2,527,56,2,136,29
-1,112.58,161,24,0,1,412,56,2,336,29
-1,1037.74,178,34,0,4,348,37,1,198,19
0,117.7,258,2,0,2,859,86,2,548,27
-1,21.63,262,1,0,2,650,40,2,620,15
10,15430.5,214,11,0,7,3,81,1,548,19
-1,148.72,223,1,0,2,432,82,2,119,29
-1,114.82,253,2,0,2,75,92,2,570,26
-1,586.49,189,39,0,4,714,44,2,597,29
-1,23.42,212,1,0,2,578,99,2,10,29
-1,27.57,243,2,0,2,693,95,2,587,20
-1,451.63,193,9,0,2,392,86,2,94,29
-1,203.92,160,37,0,2,410,91,2,386,19
-1,187.81,192,5,0,2,266,3,2,618,29
-1,179.39,243,6,0,2,578,18,2,10,4
-1,91.07,236,2,0,2,274,95,2,434,4
-1,292.88,139,88,0,2,402,56,2,268,29
-1,148.16,16,252,0,3,39,86,2,491,26
9,53.02,189,9,0,1,188,91,1,319,19
-1,7.31,199,1,0,2,502,95,2,518,15
-1,75.29,49,168,0,2,566,32,2,612,29
10,94.85,231,10,0,2,426,86,2,391,29
203,462.15,61,208,0,4,696,16,1,44,29
-1,194.36,211,3,0,4,504,99,2,454,29
-1,348.15,160,66,0,2,478,82,2,287,19
-1,36.62,171,17,0,4,584,92,2,356,19
30,45.49,251,2,0,2,725,80,2,221,26
-1,116.44,221,16,0,2,412,56,2,336,29
-1,674.35,212,27,0,2,412,37,2,336,19
-1,60.2,221,2,0,2,427,92,2,548,29
-1,500.04,199,55,0,1,665,18,2,548,29
54,306.87,128,68,0,2,637,91,1,139,29
-1,72.52,214,26,0,2,403,3,2,260,19
74,427.68,101,93,0,4,447,91,1,96,19
12,312.83,119,74,0,3,308,91,1,565,19
-1,93.24,200,1,0,2,266,3,2,618,19
-1,59.26,256,2,0,4,158,40,2,178,29
-1,121.75,200,58,0,2,858,82,2,136,29
4,148.23,209,5,0,2,427,86,2,548,29
-1,147.67,267,0,0,3,776,89,2,359,19
-1,86.68,196,1,0,2,475,18,2,504,4
-1,2285.28,162,52,0,8,51,18,2,200,4
139,357.64,69,141,0,4,52,18,2,531,4
5,68.55,158,44,0,1,51,44,1,200,29
-1,233.95,250,14,0,2,244,37,2,294,5
-1,99.21,189,4,0,1,469,67,2,536,19
-1,375.92,44,146,0,3,243,56,2,273,19
31,317.47,182,32,0,3,50,86,2,614,29
23,245.58,215,26,0,2,464,86,1,548,19
-1,125.92,190,7,0,2,432,82,2,119,19
54,61.07,172,58,0,2,562,91,1,614,16
-1,143.58,134,131,0,2,557,18,2,457,4
79,2011.06,95,176,0,5,402,86,1,268,29
-1,123.06,233,2,0,2,854,44,2,357,29
-1,160.94,244,11,0,2,582,56,1,548,19
-1,437.94,219,6,0,4,243,40,2,273,29
2,284.44,216,2,0,4,133,99,2,454,29
10,94.46,201,13,0,1,741,37,1,168,5
12,342.63,221,23,0,1,592,91,2,482,29
-1,47.92,206,7,0,1,871,86,1,16,29
-1,563.82,188,75,0,2,334,95,2,433,19
1,26.84,185,2,0,2,644,40,2,299,29
-1,621.28,194,19,0,4,879,86,1,579,29
-1,674.97,194,5,0,2,626,98,2,197,5
-1,227.02,202,22,0,3,244,95,2,294,29
-1,1036.72,177,9,0,2,46,99,2,454,19
26,579.35,162,26,0,2,488,40,2,434,29
-1,658.32,235,32,0,3,874,91,2,205,5
-1,125.02,59,203,0,2,652,3,2,427,19
57,2598.0,156,58,0,6,93,18,2,234,4
8,730.94,228,16,0,2,416,92,2,28,19
-1,71.3,200,9,0,2,327,74,2,189,29
7,593.59,244,12,0,3,348,95,1,198,29
-1,44.05,254,15,0,2,12,95,2,267,29
23,410.86,159,24,0,2,193,86,1,544,19
-1,105.77,125,68,0,1,52,86,1,531,19
-1,226.11,154,71,0,2,130,37,1,436,29
-1,298.14,215,19,0,4,412,86,2,336,29
-1,220.26,182,2,0,1,169,99,2,51,19
-1,30.67,226,1,0,2,28,40,2,549,19
-1,18.11,197,3,0,1,737,3,2,157,4
-1,86.28,249,10,0,1,277,28,2,406,29
-1,120.67,218,4,0,2,590,37,2,330,19
-1,35.12,215,9,0,2,584,92,2,356,29
-1,189.61,218,20,0,2,886,32,2,24,22
-1,192.16,250,2,0,2,726,82,2,92,29
-1,414.12,158,113,0,2,296,44,2,53,19
-1,73.8,243,1,0,2,261,97,2,611,29
5,386.47,21,217,0,2,562,98,1,614,19
-1,107.94,187,11,0,2,726,91,2,92,29
-1,38.4,227,2,0,2,276,102,2,325,29
9,624.36,192,17,0,2,859,98,2,548,5
-1,52.96,198,2,0,2,427,40,2,548,2
-1,184.0,208,1,0,4,475,92,2,504,29
-1,57.52,249,1,0,1,392,18,2,94,26
-1,847.83,98,101,0,2,350,44,2,427,29
-1,268.23,210,15,0,2,363,86,2,54,29
-1,38.87,195,45,0,1,50,18,2,614,29
6,87.67,209,52,0,2,872,37,1,535,19
-1,79.53,194,6,0,2,321,54,2,58,29
-1,15.89,215,3,0,2,584,92,2,356,26
-1,63.23,184,7,0,2,339,37,2,212,29
-1,141.25,202,1,0,2,562,82,2,614,29
-1,488.34,103,107,0,2,182,37,1,353,5
-1,147.11,174,33,0,2,328,37,2,123,29
22,66.08,49,171,0,2,151,91,1,296,19
103,477.78,99,125,0,2,572,54,1,273,29
-1,762.22,208,3,0,2,864,81,2,51,19
-1,74.25,211,7,0,2,590,37,2,330,29
-1,61.61,219,3,0,2,572,56,2,273,29
32,719.42,186,33,0,2,188,86,1,319,29
-1,125.89,218,34,0,3,760,3,1,335,19
6,64.81,158,53,0,2,741,82,2,168,5
-1,119.89,165,19,0,2,107,37,2,549,19
-1,272.37,206,13,0,1,514,56,2,99,29
-1,280.3,194,3,0,2,860,40,2,77,29
-1,192.32,211,8,0,2,275,86,2,165,19
16,2749.33,206,23,0,2,874,99,2,548,5
-1,98.05,265,2,0,2,51,86,2,200,19
9,100.54,219,9,0,2,762,98,1,97,29
-1,173.24,173,58,0,2,530,99,2,202,11
-1,523.47,80,130,0,2,273,99,2,159,5
-1,90.01,247,1,0,1,777,44,2,580,29
-1,76.07,228,5,0,2,321,44,2,58,29
-1,221.82,241,3,0,2,243,37,2,273,29
125,47.61,34,234,0,1,188,44,1,319,29
-1,45.87,226,42,0,1,262,44,1,543,29
24,250.97,173,24,0,2,51,86,1,200,29
-1,54.32,236,1,0,2,611,3,2,366,19
-1,213.44,214,45,0,1,536,44,1,110,29
9,187.22,216,13,0,1,410,16,1,386,29
-1,162.39,191,9,0,2,350,86,2,427,19
-1,618.46,154,56,0,2,273,99,2,159,22
